GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC06_EST_VC26,Percent renter-occupied housing units; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)
HC06_MOE_VC26,Percent renter-occupied housing units; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - High school graduate (includes equivalency)
HC01_EST_VC27,Occupied housing units; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college or associate's degree
HC01_MOE_VC27,Occupied housing units; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college or associate's degree
HC02_EST_VC27,Percent occupied housing units; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college or associate's degree
HC02_MOE_VC27,Percent occupied housing units; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college or associate's degree
HC03_EST_VC27,Owner-occupied housing units; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college or associate's degree
HC03_MOE_VC27,Owner-occupied housing units; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college or associate's degree
HC04_EST_VC27,Percent owner-occupied housing units; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college or associate's degree
HC04_MOE_VC27,Percent owner-occupied housing units; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college or associate's degree
HC05_EST_VC27,Renter-occupied housing units; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college or associate's degree
HC05_MOE_VC27,Renter-occupied housing units; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college or associate's degree
HC06_EST_VC27,Percent renter-occupied housing units; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college or associate's degree
HC06_MOE_VC27,Percent renter-occupied housing units; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Some college or associate's degree
HC01_EST_VC28,Occupied housing units; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC01_MOE_VC28,Occupied housing units; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC02_EST_VC28,Percent occupied housing units; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC02_MOE_VC28,Percent occupied housing units; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC03_EST_VC28,Owner-occupied housing units; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC03_MOE_VC28,Owner-occupied housing units; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC04_EST_VC28,Percent owner-occupied housing units; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC04_MOE_VC28,Percent owner-occupied housing units; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC05_EST_VC28,Renter-occupied housing units; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC05_MOE_VC28,Renter-occupied housing units; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC06_EST_VC28,Percent renter-occupied housing units; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC06_MOE_VC28,Percent renter-occupied housing units; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelor's degree or higher
HC01_EST_VC31,Occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2015 or later
HC01_MOE_VC31,Occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2015 or later
HC02_EST_VC31,Percent occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2015 or later
HC02_MOE_VC31,Percent occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2015 or later
HC03_EST_VC31,Owner-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2015 or later
HC03_MOE_VC31,Owner-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2015 or later
HC04_EST_VC31,Percent owner-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2015 or later
HC04_MOE_VC31,Percent owner-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2015 or later
HC05_EST_VC31,Renter-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2015 or later
HC05_MOE_VC31,Renter-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2015 or later
HC06_EST_VC31,Percent renter-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2015 or later
HC06_MOE_VC31,Percent renter-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2015 or later
HC01_EST_VC32,Occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2010 to 2014
HC01_MOE_VC32,Occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2010 to 2014
HC02_EST_VC32,Percent occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2010 to 2014
HC02_MOE_VC32,Percent occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2010 to 2014
HC03_EST_VC32,Owner-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2010 to 2014
HC03_MOE_VC32,Owner-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2010 to 2014
HC04_EST_VC32,Percent owner-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2010 to 2014
HC04_MOE_VC32,Percent owner-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2010 to 2014
HC05_EST_VC32,Renter-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2010 to 2014
HC05_MOE_VC32,Renter-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2010 to 2014
HC06_EST_VC32,Percent renter-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2010 to 2014
HC06_MOE_VC32,Percent renter-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2010 to 2014
HC01_EST_VC33,Occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2000 to 2009
HC01_MOE_VC33,Occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2000 to 2009
HC02_EST_VC33,Percent occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2000 to 2009
HC02_MOE_VC33,Percent occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2000 to 2009
HC03_EST_VC33,Owner-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2000 to 2009
HC03_MOE_VC33,Owner-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2000 to 2009
HC04_EST_VC33,Percent owner-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2000 to 2009
HC04_MOE_VC33,Percent owner-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2000 to 2009
HC05_EST_VC33,Renter-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2000 to 2009
HC05_MOE_VC33,Renter-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2000 to 2009
HC06_EST_VC33,Percent renter-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2000 to 2009
HC06_MOE_VC33,Percent renter-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2000 to 2009
HC01_EST_VC34,Occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1990 to 1999
HC01_MOE_VC34,Occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1990 to 1999
HC02_EST_VC34,Percent occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1990 to 1999
HC02_MOE_VC34,Percent occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1990 to 1999
HC03_EST_VC34,Owner-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1990 to 1999
HC03_MOE_VC34,Owner-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1990 to 1999
HC04_EST_VC34,Percent owner-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1990 to 1999
HC04_MOE_VC34,Percent owner-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1990 to 1999
HC05_EST_VC34,Renter-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1990 to 1999
HC05_MOE_VC34,Renter-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1990 to 1999
HC06_EST_VC34,Percent renter-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1990 to 1999
HC06_MOE_VC34,Percent renter-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1990 to 1999
HC01_EST_VC35,Occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1980 to 1989
HC01_MOE_VC35,Occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1980 to 1989
HC02_EST_VC35,Percent occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1980 to 1989
HC02_MOE_VC35,Percent occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1980 to 1989
HC03_EST_VC35,Owner-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1980 to 1989
HC03_MOE_VC35,Owner-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1980 to 1989
HC04_EST_VC35,Percent owner-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1980 to 1989
HC04_MOE_VC35,Percent owner-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1980 to 1989
HC05_EST_VC35,Renter-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1980 to 1989
HC05_MOE_VC35,Renter-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1980 to 1989
HC06_EST_VC35,Percent renter-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1980 to 1989
HC06_MOE_VC35,Percent renter-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1980 to 1989
HC01_EST_VC36,Occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1979 or earlier
HC01_MOE_VC36,Occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1979 or earlier
HC02_EST_VC36,Percent occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1979 or earlier
HC02_MOE_VC36,Percent occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1979 or earlier
HC03_EST_VC36,Owner-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1979 or earlier
HC03_MOE_VC36,Owner-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1979 or earlier
HC04_EST_VC36,Percent owner-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1979 or earlier
HC04_MOE_VC36,Percent owner-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1979 or earlier
HC05_EST_VC36,Renter-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1979 or earlier
HC05_MOE_VC36,Renter-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1979 or earlier
HC06_EST_VC36,Percent renter-occupied housing units; Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1979 or earlier
HC06_MOE_VC36,Percent renter-occupied housing units; Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1979 or earlier
